params,total_trades,win_rate,total_pnl,avg_pnl,profit_factor,gross_profit,gross_loss,avg_win,avg_loss,profit_per_trade,winning_trades,losing_trades,composite_score
"{'ema_length': 20, 'ema_backcandles': 14, 'hl_backcandles': 14, 'atr_multiplier': 1.0, 'tp_multiplier': 2.0}",14,78.57142857142857,459.99999999996817,32.85714285714058,2.5753424657532764,751.9999999999754,292.0000000000073,68.36363636363413,-97.33333333333576,32.85714285714058,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 14, 'hl_backcandles': 14, 'atr_multiplier': 1.2, 'tp_multiplier': 2.0}",14,78.57142857142857,459.99999999996817,32.85714285714058,2.5753424657532764,751.9999999999754,292.0000000000073,68.36363636363413,-97.33333333333576,32.85714285714058,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 14, 'hl_backcandles': 14, 'atr_multiplier': 1.5, 'tp_multiplier': 2.0}",14,78.57142857142857,459.99999999996817,32.85714285714058,2.5753424657532764,751.9999999999754,292.0000000000073,68.36363636363413,-97.33333333333576,32.85714285714058,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 14, 'atr_multiplier': 1.0, 'tp_multiplier': 1.2}",14,78.57142857142857,454.9999999999727,32.49999999999805,2.5582191780820596,746.99999999998,292.0000000000073,67.90909090908909,-97.33333333333576,32.49999999999805,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 14, 'atr_multiplier': 1.2, 'tp_multiplier': 1.2}",14,78.57142857142857,454.9999999999727,32.49999999999805,2.5582191780820596,746.99999999998,292.0000000000073,67.90909090908909,-97.33333333333576,32.49999999999805,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 14, 'atr_multiplier': 1.5, 'tp_multiplier': 1.2}",14,78.57142857142857,454.9999999999727,32.49999999999805,2.5582191780820596,746.99999999998,292.0000000000073,67.90909090908909,-97.33333333333576,32.49999999999805,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 14, 'hl_backcandles': 14, 'atr_multiplier': 1.0, 'tp_multiplier': 1.2}",14,78.57142857142857,454.9999999999727,32.49999999999805,2.5582191780820596,746.99999999998,292.0000000000073,67.90909090908909,-97.33333333333576,32.49999999999805,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 14, 'hl_backcandles': 14, 'atr_multiplier': 1.2, 'tp_multiplier': 1.2}",14,78.57142857142857,454.9999999999727,32.49999999999805,2.5582191780820596,746.99999999998,292.0000000000073,67.90909090908909,-97.33333333333576,32.49999999999805,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 14, 'hl_backcandles': 14, 'atr_multiplier': 1.5, 'tp_multiplier': 1.2}",14,78.57142857142857,454.9999999999727,32.49999999999805,2.5582191780820596,746.99999999998,292.0000000000073,67.90909090908909,-97.33333333333576,32.49999999999805,11,3,0.5499999999999999
"{'ema_length': 20, 'ema_backcandles': 7, 'hl_backcandles': 14, 'atr_multiplier': 1.0, 'tp_multiplier': 1.7}",14,78.57142857142857,445.9999999999809,31.857142857141493,2.5273972602738692,737.9999999999882,292.0000000000073,67.09090909090801,-97.33333333333576,31.857142857141493,11,3,0.5499999999999999
