Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-11-15 09:30:00-05:00,589.719970703125,590.2000122070312,586.6699829101562,586.8150024414062,12285260,0.0,0.0,0.0
2024-11-15 10:30:00-05:00,586.8200073242188,587.2894287109375,586.0399780273438,587.239990234375,13822178,0.0,0.0,0.0
2024-11-15 11:30:00-05:00,587.22998046875,587.3800048828125,585.216796875,585.4671020507812,6892212,0.0,0.0,0.0
2024-11-15 12:30:00-05:00,585.469970703125,585.8099975585938,584.6400146484375,585.4299926757812,5443749,0.0,0.0,0.0
2024-11-15 13:30:00-05:00,585.3800048828125,585.3800048828125,583.8599853515625,584.0900268554688,7623382,0.0,0.0,0.0
2024-11-15 14:30:00-05:00,584.1099853515625,586.2299194335938,584.030029296875,585.3099975585938,6377211,0.0,0.0,0.0
2024-11-15 15:30:00-05:00,585.3099975585938,586.1900024414062,584.72998046875,585.719970703125,9279457,0.0,0.0,0.0
2024-11-18 09:30:00-05:00,586.219970703125,587.3900146484375,585.3400268554688,587.3599853515625,5730154,0.0,0.0,0.0
2024-11-18 10:30:00-05:00,587.3699951171875,589.1400146484375,587.3037719726562,588.6500244140625,4079522,0.0,0.0,0.0
2024-11-18 11:30:00-05:00,588.6500244140625,589.489990234375,587.8300170898438,588.3699951171875,3370793,0.0,0.0,0.0
2024-11-18 12:30:00-05:00,588.3400268554688,588.6799926757812,587.75,588.1400146484375,2725350,0.0,0.0,0.0
2024-11-18 13:30:00-05:00,588.1400146484375,588.4459838867188,587.02001953125,587.280029296875,2857934,0.0,0.0,0.0
2024-11-18 14:30:00-05:00,587.280029296875,588.4099731445312,587.1099853515625,588.39501953125,2717875,0.0,0.0,0.0
2024-11-18 15:30:00-05:00,588.3800048828125,588.3900146484375,587.5142822265625,588.1500244140625,8855884,0.0,0.0,0.0
2024-11-19 09:30:00-05:00,584.7100219726562,586.47998046875,584.030029296875,586.4600219726562,8524394,0.0,0.0,0.0
2024-11-19 10:30:00-05:00,586.4500122070312,589.010009765625,586.0900268554688,588.89990234375,4412844,0.0,0.0,0.0
2024-11-19 11:30:00-05:00,588.8900146484375,589.239990234375,588.030029296875,588.97998046875,3043412,0.0,0.0,0.0
2024-11-19 12:30:00-05:00,588.969970703125,589.6300048828125,588.760009765625,589.5507202148438,3925160,0.0,0.0,0.0
2024-11-19 13:30:00-05:00,589.5599975585938,591.0449829101562,589.4000244140625,590.1300048828125,5450771,0.0,0.0,0.0
2024-11-19 14:30:00-05:00,590.1400146484375,590.3599853515625,589.0900268554688,589.8800048828125,6312238,0.0,0.0,0.0
2024-11-19 15:30:00-05:00,589.8800048828125,590.5999755859375,589.6799926757812,590.280029296875,6088297,0.0,0.0,0.0
2024-11-20 09:30:00-05:00,590.3800048828125,590.530029296875,584.6300048828125,585.7139282226562,9235542,0.0,0.0,0.0
2024-11-20 10:30:00-05:00,585.719970703125,587.6859741210938,585.6199951171875,585.8699951171875,7665516,0.0,0.0,0.0
2024-11-20 11:30:00-05:00,585.9000244140625,588.7999877929688,585.5399780273438,587.2050170898438,4253187,0.0,0.0,0.0
2024-11-20 12:30:00-05:00,587.2000122070312,588.2899780273438,586.5399780273438,587.5999755859375,2951747,0.0,0.0,0.0
2024-11-20 13:30:00-05:00,587.6021728515625,587.6021728515625,586.1500244140625,586.619873046875,2680996,0.0,0.0,0.0
2024-11-20 14:30:00-05:00,586.6099853515625,588.52001953125,586.52001953125,588.47998046875,4795676,0.0,0.0,0.0
2024-11-20 15:30:00-05:00,588.47998046875,590.7899780273438,588.47998046875,590.47998046875,9327426,0.0,0.0,0.0
2024-11-21 09:30:00-05:00,593.4000244140625,593.4500122070312,587.5399780273438,587.7391967773438,10426898,0.0,0.0,0.0
2024-11-21 10:30:00-05:00,587.6900024414062,592.75,587.4500122070312,592.7249755859375,5418336,0.0,0.0,0.0
2024-11-21 11:30:00-05:00,592.75,593.280029296875,591.0800170898438,593.0,3958697,0.0,0.0,0.0
2024-11-21 12:30:00-05:00,593.010009765625,594.6799926757812,592.880126953125,594.4299926757812,3530532,0.0,0.0,0.0
2024-11-21 13:30:00-05:00,594.4500122070312,594.7999877929688,593.52001953125,594.4199829101562,4282940,0.0,0.0,0.0
2024-11-21 14:30:00-05:00,594.4299926757812,595.1199951171875,593.8599853515625,594.9000244140625,5360488,0.0,0.0,0.0
2024-11-21 15:30:00-05:00,594.9000244140625,595.0,593.5599975585938,593.6099853515625,7259012,0.0,0.0,0.0
2024-11-22 09:30:00-05:00,593.6599731445312,596.1309814453125,593.1525268554688,593.6699829101562,8465340,0.0,0.0,0.0
2024-11-22 10:30:00-05:00,593.780029296875,595.8200073242188,593.590087890625,594.5900268554688,4334292,0.0,0.0,0.0
2024-11-22 11:30:00-05:00,594.5700073242188,595.8800048828125,593.9199829101562,595.6099853515625,2694631,0.0,0.0,0.0
2024-11-22 12:30:00-05:00,595.6099853515625,596.1500244140625,594.6599731445312,595.52001953125,2381164,0.0,0.0,0.0
2024-11-22 13:30:00-05:00,595.52001953125,595.969970703125,594.1500244140625,594.989990234375,3638643,0.0,0.0,0.0
2024-11-22 14:30:00-05:00,594.989990234375,595.6300048828125,594.1699829101562,594.77001953125,3555087,0.0,0.0,0.0
2024-11-22 15:30:00-05:00,594.75830078125,596.0999755859375,594.6699829101562,595.489990234375,4804386,0.0,0.0,0.0
2024-11-25 09:30:00-05:00,599.52001953125,600.8599853515625,597.5499877929688,599.1099853515625,12287190,0.0,0.0,0.0
2024-11-25 10:30:00-05:00,599.0900268554688,599.260009765625,597.5999755859375,597.989990234375,4340166,0.0,0.0,0.0
2024-11-25 11:30:00-05:00,597.969970703125,598.3800048828125,595.75,596.0399780273438,4236635,0.0,0.0,0.0
2024-11-25 12:30:00-05:00,596.0399780273438,597.4400024414062,595.2000122070312,597.1503295898438,3470148,0.0,0.0,0.0
2024-11-25 13:30:00-05:00,597.1799926757812,597.6099853515625,596.489990234375,596.989990234375,2270237,0.0,0.0,0.0
2024-11-25 14:30:00-05:00,596.7100830078125,597.4500122070312,596.6599731445312,597.1400146484375,2618835,0.0,0.0,0.0
2024-11-25 15:30:00-05:00,597.1099853515625,597.7449951171875,596.8499755859375,597.4500122070312,6562304,0.0,0.0,0.0
2024-11-26 09:30:00-05:00,598.7999877929688,599.6099853515625,598.0700073242188,598.8150024414062,7503547,0.0,0.0,0.0
2024-11-26 10:30:00-05:00,598.7999877929688,599.5999755859375,598.219970703125,599.5599975585938,3068458,0.0,0.0,0.0
2024-11-26 11:30:00-05:00,599.5650024414062,599.8699951171875,599.0700073242188,599.3350219726562,2822299,0.0,0.0,0.0
2024-11-26 12:30:00-05:00,599.3499755859375,600.139892578125,599.2999877929688,599.8701171875,2142058,0.0,0.0,0.0
2024-11-26 13:30:00-05:00,599.8599853515625,600.4099731445312,599.219970703125,599.6801147460938,2987045,0.0,0.0,0.0
2024-11-26 14:30:00-05:00,599.6900024414062,600.4500122070312,599.5,600.3715209960938,4624304,0.0,0.0,0.0
2024-11-26 15:30:00-05:00,600.3699951171875,601.3300170898438,600.260009765625,600.72998046875,10760984,0.0,0.0,0.0
2024-11-27 09:30:00-05:00,600.4600219726562,600.8499755859375,599.22998046875,599.3499755859375,6282609,0.0,0.0,0.0
2024-11-27 10:30:00-05:00,599.3699951171875,599.5900268554688,598.25,598.4598999023438,4307773,0.0,0.0,0.0
2024-11-27 11:30:00-05:00,598.4299926757812,599.1500244140625,597.280029296875,598.219970703125,5448310,0.0,0.0,0.0
2024-11-27 12:30:00-05:00,598.219970703125,598.8599853515625,597.77001953125,598.477783203125,2285273,0.0,0.0,0.0
2024-11-27 13:30:00-05:00,598.4600219726562,599.1199951171875,598.3599853515625,598.7100219726562,2893063,0.0,0.0,0.0
2024-11-27 14:30:00-05:00,598.7100219726562,599.0999755859375,598.3099975585938,598.5499877929688,3623104,0.0,0.0,0.0
2024-11-27 15:30:00-05:00,598.5449829101562,598.97998046875,598.0,598.7899780273438,4372415,0.0,0.0,0.0
2024-11-29 09:30:00-05:00,599.6599731445312,601.739990234375,599.3804931640625,601.389892578125,5371022,0.0,0.0,0.0
2024-11-29 10:30:00-05:00,601.510009765625,602.3897094726562,601.4099731445312,602.3300170898438,3246544,0.0,0.0,0.0
2024-11-29 11:30:00-05:00,602.3499755859375,603.260009765625,602.0599975585938,602.8250122070312,4842724,0.0,0.0,0.0
2024-12-02 09:30:00-05:00,602.969970703125,603.6798706054688,602.469970703125,603.2249755859375,7003062,0.0,0.0,0.0
2024-12-02 10:30:00-05:00,603.219970703125,603.5700073242188,602.469970703125,603.280029296875,2742346,0.0,0.0,0.0
2024-12-02 11:30:00-05:00,603.2650146484375,603.9600219726562,603.1903076171875,603.469970703125,2613542,0.0,0.0,0.0
2024-12-02 12:30:00-05:00,603.489990234375,603.8798828125,603.4000244140625,603.6699829101562,2297849,0.0,0.0,0.0
2024-12-02 13:30:00-05:00,603.67578125,603.8300170898438,603.0499877929688,603.4000244140625,2856373,0.0,0.0,0.0
2024-12-02 14:30:00-05:00,603.4100952148438,604.3200073242188,603.3900146484375,604.260009765625,3815615,0.0,0.0,0.0
2024-12-02 15:30:00-05:00,604.1199951171875,604.280029296875,603.4500122070312,603.6699829101562,5147465,0.0,0.0,0.0
2024-12-03 09:30:00-05:00,603.3900146484375,603.719970703125,602.4400024414062,602.4600219726562,4277390,0.0,0.0,0.0
2024-12-03 10:30:00-05:00,602.47998046875,603.4598999023438,602.3410034179688,603.4199829101562,2876603,0.0,0.0,0.0
2024-12-03 11:30:00-05:00,603.4000244140625,603.5,602.3699951171875,603.0050048828125,2238843,0.0,0.0,0.0
2024-12-03 12:30:00-05:00,602.9949951171875,603.8499755859375,602.9400024414062,603.5700073242188,2408282,0.0,0.0,0.0
2024-12-03 13:30:00-05:00,603.5499877929688,603.760009765625,603.1699829101562,603.619873046875,3815128,0.0,0.0,0.0
2024-12-03 14:30:00-05:00,603.5999755859375,604.1599731445312,603.5999755859375,603.9450073242188,3210131,0.0,0.0,0.0
2024-12-03 15:30:00-05:00,603.9400024414062,604.1400146484375,603.489990234375,603.8499755859375,3985090,0.0,0.0,0.0
2024-12-04 09:30:00-05:00,605.6300048828125,606.2100219726562,604.9500122070312,605.6300048828125,6731828,0.0,0.0,0.0
2024-12-04 10:30:00-05:00,605.6599731445312,606.5,605.5399780273438,606.3300170898438,4477440,0.0,0.0,0.0
2024-12-04 11:30:00-05:00,606.3206787109375,606.489990234375,606.02001953125,606.3499755859375,2075568,0.0,0.0,0.0
2024-12-04 12:30:00-05:00,606.3499755859375,606.5399780273438,605.8400268554688,605.869873046875,1768813,0.0,0.0,0.0
2024-12-04 13:30:00-05:00,605.8599853515625,606.8599853515625,605.2000122070312,606.7800903320312,3128888,0.0,0.0,0.0
2024-12-04 14:30:00-05:00,606.780029296875,607.52001953125,606.6699829101562,607.3099975585938,4825740,0.0,0.0,0.0
2024-12-04 15:30:00-05:00,607.3099975585938,607.9099731445312,607.1799926757812,607.5800170898438,9853074,0.0,0.0,0.0
2024-12-05 09:30:00-05:00,607.6599731445312,608.2000122070312,607.1099853515625,607.1099853515625,3874421,0.0,0.0,0.0
2024-12-05 10:30:00-05:00,607.1038818359375,607.7100219726562,606.7999877929688,607.6300048828125,2594162,0.0,0.0,0.0
2024-12-05 11:30:00-05:00,607.5900268554688,608.1699829101562,607.3300170898438,608.0499877929688,2237567,0.0,0.0,0.0
2024-12-05 12:30:00-05:00,608.0449829101562,608.47998046875,606.8599853515625,607.2899780273438,2255538,0.0,0.0,0.0
2024-12-05 13:30:00-05:00,607.3200073242188,607.8900146484375,606.9099731445312,607.0999755859375,3305469,0.0,0.0,0.0
2024-12-05 14:30:00-05:00,607.0999145507812,607.5,606.6199951171875,606.7449951171875,2798712,0.0,0.0,0.0
2024-12-05 15:30:00-05:00,606.75,607.385009765625,606.3049926757812,606.6099853515625,7907075,0.0,0.0,0.0
2024-12-06 09:30:00-05:00,607.4400024414062,609.0700073242188,607.3400268554688,608.8800048828125,5053995,0.0,0.0,0.0
2024-12-06 10:30:00-05:00,608.8800048828125,608.9769897460938,607.5599975585938,608.0,4270210,0.0,0.0,0.0
2024-12-06 11:30:00-05:00,607.989990234375,608.2899780273438,607.3200073242188,607.6998901367188,2667723,0.0,0.0,0.0
2024-12-06 12:30:00-05:00,607.7000122070312,608.3900146484375,607.1599731445312,608.0650024414062,1752852,0.0,0.0,0.0
2024-12-06 13:30:00-05:00,608.0650024414062,608.0662841796875,607.030029296875,607.125,2813995,0.0,0.0,0.0
2024-12-06 14:30:00-05:00,607.1300048828125,607.7498779296875,607.02001953125,607.614990234375,3577317,0.0,0.0,0.0
2024-12-06 15:30:00-05:00,607.6199951171875,608.1199951171875,607.4500122070312,607.8900146484375,4661615,0.0,0.0,0.0
2024-12-09 09:30:00-05:00,607.6900024414062,607.8599853515625,606.1799926757812,606.3775024414062,4813215,0.0,0.0,0.0
2024-12-09 10:30:00-05:00,606.369873046875,606.6400146484375,604.6099853515625,605.7849731445312,5009899,0.0,0.0,0.0
2024-12-09 11:30:00-05:00,605.780029296875,606.125,605.273193359375,605.6099853515625,2086032,0.0,0.0,0.0
2024-12-09 12:30:00-05:00,605.5800170898438,606.0399780273438,605.0399780273438,605.7249755859375,1519429,0.0,0.0,0.0
2024-12-09 13:30:00-05:00,605.719970703125,606.4299926757812,605.239990234375,605.3699951171875,2242393,0.0,0.0,0.0
2024-12-09 14:30:00-05:00,605.3699951171875,605.4400024414062,604.3200073242188,604.4600219726562,4468028,0.0,0.0,0.0
2024-12-09 15:30:00-05:00,604.52001953125,604.7899780273438,604.0800170898438,604.6300048828125,9261807,0.0,0.0,0.0
2024-12-10 09:30:00-05:00,605.3699951171875,605.510009765625,604.273681640625,605.119873046875,4713731,0.0,0.0,0.0
2024-12-10 10:30:00-05:00,605.119873046875,605.7999877929688,604.5800170898438,604.6599731445312,2920019,0.0,0.0,0.0
2024-12-10 11:30:00-05:00,604.6500244140625,604.780029296875,604.1799926757812,604.52001953125,2446474,0.0,0.0,0.0
2024-12-10 12:30:00-05:00,604.5,605.02001953125,604.0800170898438,604.3499755859375,2354957,0.0,0.0,0.0
2024-12-10 13:30:00-05:00,604.3699951171875,604.6199951171875,603.5800170898438,604.02001953125,3058978,0.0,0.0,0.0
2024-12-10 14:30:00-05:00,604.02001953125,604.0399780273438,602.6599731445312,602.7318725585938,6375077,0.0,0.0,0.0
2024-12-10 15:30:00-05:00,602.739990234375,602.9199829101562,602.1300048828125,602.8699951171875,8230106,0.0,0.0,0.0
2024-12-11 09:30:00-05:00,605.780029296875,607.25,605.5,606.5349731445312,6758534,0.0,0.0,0.0
2024-12-11 10:30:00-05:00,606.5599975585938,607.52001953125,606.4816284179688,607.47998046875,2513936,0.0,0.0,0.0
2024-12-11 11:30:00-05:00,607.47998046875,608.1900024414062,607.3599853515625,607.719970703125,2666780,0.0,0.0,0.0
2024-12-11 12:30:00-05:00,607.75,608.4349975585938,607.6099853515625,608.3200073242188,1993876,0.0,0.0,0.0
2024-12-11 13:30:00-05:00,608.3099975585938,608.4000244140625,607.5599975585938,607.9299926757812,2116165,0.0,0.0,0.0
2024-12-11 14:30:00-05:00,607.9199829101562,608.216796875,607.7100219726562,608.0700073242188,2718006,0.0,0.0,0.0
2024-12-11 15:30:00-05:00,608.0650024414062,608.0650024414062,607.3099975585938,607.5,3811602,0.0,0.0,0.0
2024-12-12 09:30:00-05:00,606.5800170898438,606.6599731445312,605.1300048828125,606.5626220703125,5594003,0.0,0.0,0.0
2024-12-12 10:30:00-05:00,606.5599975585938,607.1599731445312,606.3200073242188,606.864990234375,2183492,0.0,0.0,0.0
2024-12-12 11:30:00-05:00,606.8800048828125,606.9099731445312,605.77001953125,606.4979248046875,2239719,0.0,0.0,0.0
2024-12-12 12:30:00-05:00,606.489990234375,606.9500122070312,605.8699951171875,606.5167236328125,1753086,0.0,0.0,0.0
2024-12-12 13:30:00-05:00,606.510009765625,606.5499877929688,604.8300170898438,604.9299926757812,2929159,0.0,0.0,0.0
2024-12-12 14:30:00-05:00,604.9400024414062,605.4400024414062,604.75,604.8800048828125,3016670,0.0,0.0,0.0
2024-12-12 15:30:00-05:00,604.9000244140625,605.3499755859375,604.3400268554688,604.3699951171875,6557089,0.0,0.0,0.0
2024-12-13 09:30:00-05:00,606.4000244140625,607.1300048828125,604.9199829101562,605.010009765625,6315817,0.0,0.0,0.0
2024-12-13 10:30:00-05:00,605.010009765625,605.2673950195312,603.030029296875,603.6798706054688,4285013,0.0,0.0,0.0
2024-12-13 11:30:00-05:00,603.6624755859375,604.6599731445312,603.1199951171875,603.23681640625,3546076,0.0,0.0,0.0
2024-12-13 12:30:00-05:00,603.239990234375,604.0700073242188,602.8099975585938,603.9788208007812,3086676,0.0,0.0,0.0
2024-12-13 13:30:00-05:00,603.969970703125,604.5286254882812,603.6799926757812,604.3800048828125,3509093,0.0,0.0,0.0
2024-12-13 14:30:00-05:00,604.4000244140625,604.6300048828125,603.77001953125,604.27001953125,3231704,0.0,0.0,0.0
2024-12-13 15:30:00-05:00,604.260009765625,604.7000122070312,604.0999755859375,604.260009765625,4245131,0.0,0.0,0.0
2024-12-16 09:30:00-05:00,606.0,606.6771850585938,605.2100219726562,606.4600219726562,6002002,0.0,0.0,0.0
2024-12-16 10:30:00-05:00,606.4500122070312,607.1099853515625,606.3599853515625,606.719970703125,3298921,0.0,0.0,0.0
2024-12-16 11:30:00-05:00,606.72998046875,607.030029296875,606.4000244140625,606.9500122070312,2183495,0.0,0.0,0.0
2024-12-16 12:30:00-05:00,606.9500122070312,607.719970703125,606.8599853515625,607.719970703125,3244392,0.0,0.0,0.0
2024-12-16 13:30:00-05:00,607.7100219726562,607.7794799804688,607.3200073242188,607.3499755859375,2755892,0.0,0.0,0.0
2024-12-16 14:30:00-05:00,607.3400268554688,607.7750244140625,607.2899780273438,607.5900268554688,4298382,0.0,0.0,0.0
2024-12-16 15:30:00-05:00,607.5800170898438,607.5809936523438,606.0549926757812,606.77001953125,10458577,0.0,0.0,0.0
2024-12-17 09:30:00-05:00,604.1900024414062,604.8599853515625,603.1599731445312,603.219970703125,7817132,0.0,0.0,0.0
2024-12-17 10:30:00-05:00,603.2000122070312,605.1099853515625,603.1649780273438,604.3900146484375,4605315,0.0,0.0,0.0
2024-12-17 11:30:00-05:00,604.3599853515625,605.1699829101562,604.260009765625,604.5399780273438,3035249,0.0,0.0,0.0
2024-12-17 12:30:00-05:00,604.5499877929688,604.969970703125,604.02001953125,604.2150268554688,4649041,0.0,0.0,0.0
2024-12-17 13:30:00-05:00,604.219970703125,604.4400024414062,603.6099853515625,603.6749877929688,3845299,0.0,0.0,0.0
2024-12-17 14:30:00-05:00,603.6798706054688,603.72998046875,602.885009765625,603.0900268554688,6084059,0.0,0.0,0.0
2024-12-17 15:30:00-05:00,603.0900268554688,604.739990234375,602.9600219726562,604.239990234375,7716006,0.0,0.0,0.0
2024-12-18 09:30:00-05:00,603.97998046875,605.419921875,603.469970703125,605.4000244140625,6250631,0.0,0.0,0.0
2024-12-18 10:30:00-05:00,605.3800048828125,606.405029296875,604.6300048828125,605.6300048828125,5651968,0.0,0.0,0.0
2024-12-18 11:30:00-05:00,605.6199951171875,606.3099975585938,605.4099731445312,605.6799926757812,4916439,0.0,0.0,0.0
2024-12-18 12:30:00-05:00,605.6799926757812,605.9400024414062,605.2000122070312,605.2125244140625,2971252,0.0,0.0,0.0
2024-12-18 13:30:00-05:00,605.2100219726562,605.6699829101562,600.030029296875,600.0800170898438,12086251,0.0,0.0,0.0
2024-12-18 14:30:00-05:00,600.0999755859375,601.25,592.9199829101562,593.1400146484375,17481891,0.0,0.0,0.0
2024-12-18 15:30:00-05:00,593.1300048828125,593.9000244140625,585.8900146484375,586.2999877929688,29069208,0.0,0.0,0.0
2024-12-19 09:30:00-05:00,591.3599853515625,593.0,588.6500244140625,588.7000122070312,15038359,0.0,0.0,0.0
2024-12-19 10:30:00-05:00,588.6699829101562,590.9600219726562,587.7899780273438,590.7899780273438,11414371,0.0,0.0,0.0
2024-12-19 11:30:00-05:00,590.77001953125,591.4000244140625,587.8499755859375,588.010009765625,7500682,0.0,0.0,0.0
2024-12-19 12:30:00-05:00,588.010009765625,589.72998046875,587.280029296875,589.6300048828125,6418617,0.0,0.0,0.0
2024-12-19 13:30:00-05:00,589.5839233398438,591.260009765625,588.8099975585938,589.22998046875,6506436,0.0,0.0,0.0
2024-12-19 14:30:00-05:00,589.25,589.4299926757812,587.4099731445312,588.6099853515625,9544383,0.0,0.0,0.0
2024-12-19 15:30:00-05:00,588.6300048828125,589.219970703125,585.8499755859375,586.1199951171875,14096538,0.0,0.0,0.0
2024-12-20 09:30:00-05:00,581.77001953125,587.0900268554688,580.9099731445312,586.9749755859375,19631672,1.966,0.0,0.0
2024-12-20 10:30:00-05:00,586.969970703125,592.3400268554688,586.9199829101562,592.3386840820312,19282839,0.0,0.0,0.0
2024-12-20 11:30:00-05:00,592.3400268554688,595.75,592.25,595.6099853515625,9488606,0.0,0.0,0.0
2024-12-20 12:30:00-05:00,595.6199951171875,595.6300048828125,592.1500244140625,592.168701171875,9895470,0.0,0.0,0.0
2024-12-20 13:30:00-05:00,592.1699829101562,593.4000244140625,591.6199951171875,593.280029296875,8974730,0.0,0.0,0.0
2024-12-20 14:30:00-05:00,593.219970703125,593.9400024414062,591.5599975585938,591.77001953125,7446656,0.0,0.0,0.0
2024-12-20 15:30:00-05:00,591.7899780273438,592.3800048828125,589.469970703125,590.9099731445312,23033047,0.0,0.0,0.0
2024-12-23 09:30:00-05:00,590.8900146484375,591.77001953125,587.6610107421875,589.2999877929688,8622697,0.0,0.0,0.0
2024-12-23 10:30:00-05:00,589.2999877929688,590.8400268554688,588.7100219726562,590.6569213867188,3438805,0.0,0.0,0.0
2024-12-23 11:30:00-05:00,590.6699829101562,593.1199951171875,590.1799926757812,592.1300048828125,4356062,0.0,0.0,0.0
2024-12-23 12:30:00-05:00,592.1300048828125,593.4000244140625,591.7000732421875,593.2996826171875,3336170,0.0,0.0,0.0
2024-12-23 13:30:00-05:00,593.27001953125,594.3099975585938,593.25,593.8599853515625,3683493,0.0,0.0,0.0
2024-12-23 14:30:00-05:00,593.8900146484375,594.030029296875,592.25,593.3049926757812,5432141,0.0,0.0,0.0
2024-12-23 15:30:00-05:00,593.3150024414062,595.2999877929688,593.2694091796875,594.780029296875,10935737,0.0,0.0,0.0
2024-12-24 09:30:00-05:00,596.0599975585938,598.3400268554688,595.469970703125,598.2000122070312,6131929,0.0,0.0,0.0
2024-12-24 10:30:00-05:00,598.22998046875,599.3701171875,598.1599731445312,599.25,4658145,0.0,0.0,0.0
2024-12-24 11:30:00-05:00,599.239990234375,600.3300170898438,598.8400268554688,600.1600952148438,4262625,0.0,0.0,0.0
2024-12-26 09:30:00-05:00,599.5,600.4000244140625,598.08251953125,600.2899780273438,5803845,0.0,0.0,0.0
2024-12-26 10:30:00-05:00,600.2849731445312,601.2785034179688,599.7899780273438,600.8300170898438,3073789,0.0,0.0,0.0
2024-12-26 11:30:00-05:00,600.8400268554688,602.47998046875,600.7999877929688,601.510009765625,2775029,0.0,0.0,0.0
