date,open,high,low,close,volume,average,barCount
2025-09-22 14:55:00-04:00,666.63,666.82,666.61,666.77,364145.0,666.722,2133
2025-09-22 15:00:00-04:00,666.78,666.89,666.76,666.86,361650.0,666.838,2018
2025-09-22 15:05:00-04:00,666.87,667.0,666.79,666.95,429507.0,666.903,2584
2025-09-22 15:10:00-04:00,666.95,667.18,666.92,667.12,637651.0,667.084,4088
2025-09-22 15:15:00-04:00,667.12,667.24,666.94,667.07,417086.0,667.064,2693
2025-09-22 15:20:00-04:00,667.07,667.12,666.95,667.1,457814.0,667.055,3038
2025-09-22 15:25:00-04:00,667.1,667.23,667.06,667.14,350455.0,667.138,2484
2025-09-22 15:30:00-04:00,667.14,667.25,667.04,667.04,411650.0,667.146,2777
2025-09-22 15:35:00-04:00,667.05,667.05,666.81,667.0,852902.0,666.933,4837
2025-09-22 15:40:00-04:00,666.99,667.07,666.73,666.85,590572.0,666.839,3782
2025-09-22 15:45:00-04:00,666.85,667.13,666.79,667.11,1092660.0,666.98,6036
2025-09-22 15:50:00-04:00,667.11,667.29,666.97,667.07,1680351.0,667.136,9751
2025-09-22 15:55:00-04:00,667.07,667.27,666.71,666.75,3357991.0,667.021,18000
2025-09-23 09:30:00-04:00,666.71,667.18,666.61,667.05,1325522.0,666.861,8359
2025-09-23 09:35:00-04:00,667.05,667.28,666.86,667.08,879526.0,667.062,6377
2025-09-23 09:40:00-04:00,667.09,667.17,666.57,666.9,1200979.0,666.838,7680
2025-09-23 09:45:00-04:00,666.8,667.23,666.73,666.99,954590.0,666.998,7147
2025-09-23 09:50:00-04:00,666.99,667.34,666.84,667.01,950958.0,667.095,6824
2025-09-23 09:55:00-04:00,667.0,667.05,666.73,666.89,703655.0,666.874,5273
2025-09-23 10:00:00-04:00,666.9,667.06,666.46,666.68,859348.0,666.758,6086
2025-09-23 10:05:00-04:00,666.67,667.08,666.64,667.06,763001.0,666.888,5628
2025-09-23 10:10:00-04:00,667.05,667.25,666.87,667.06,702650.0,667.067,4746
2025-09-23 10:15:00-04:00,667.06,667.07,666.74,666.88,572337.0,666.897,4295
2025-09-23 10:20:00-04:00,666.88,666.92,666.43,666.46,639261.0,666.668,4455
2025-09-23 10:25:00-04:00,666.46,666.75,666.36,666.62,682401.0,666.585,4933
2025-09-23 10:30:00-04:00,666.63,666.69,666.31,666.32,552625.0,666.527,3781
2025-09-23 10:35:00-04:00,666.32,666.4,666.17,666.3,589063.0,666.296,4243
2025-09-23 10:40:00-04:00,666.3,666.63,666.27,666.35,560476.0,666.411,3862
2025-09-23 10:45:00-04:00,666.35,666.46,666.15,666.37,440932.0,666.32,2985
2025-09-23 10:50:00-04:00,666.39,666.63,666.31,666.63,354515.0,666.452,2595
2025-09-23 10:55:00-04:00,666.62,666.76,666.31,666.32,330225.0,666.543,2435
2025-09-23 11:00:00-04:00,666.31,666.36,666.1,666.25,464031.0,666.211,3352
2025-09-23 11:05:00-04:00,666.26,666.35,666.02,666.2,372495.0,666.187,2932
2025-09-23 11:10:00-04:00,666.2,666.46,666.13,666.36,398377.0,666.316,2928
2025-09-23 11:15:00-04:00,666.37,666.47,666.17,666.39,299723.0,666.322,2357
2025-09-23 11:20:00-04:00,666.4,666.43,666.19,666.42,239976.0,666.311,1992
2025-09-23 11:25:00-04:00,666.42,666.43,666.06,666.15,337004.0,666.191,2587
2025-09-23 11:30:00-04:00,666.15,666.24,665.96,666.02,357641.0,666.091,2761
2025-09-23 11:35:00-04:00,666.02,666.13,665.91,665.96,349379.0,666.009,2662
2025-09-23 11:40:00-04:00,665.96,665.98,665.55,665.87,518713.0,665.747,3683
2025-09-23 11:45:00-04:00,665.88,665.99,665.77,665.82,446391.0,665.875,2831
2025-09-23 11:50:00-04:00,665.82,665.87,665.64,665.69,347346.0,665.745,2465
2025-09-23 11:55:00-04:00,665.69,665.75,665.49,665.55,322665.0,665.622,2337
2025-09-23 12:00:00-04:00,665.56,665.66,665.45,665.51,392501.0,665.541,2969
2025-09-23 12:05:00-04:00,665.5,665.57,665.11,665.15,473108.0,665.325,3115
2025-09-23 12:10:00-04:00,665.16,665.26,664.97,665.24,728369.0,665.103,4603
2025-09-23 12:15:00-04:00,665.23,665.48,665.09,665.48,642484.0,665.297,4268
2025-09-23 12:20:00-04:00,665.48,665.69,665.43,665.47,587753.0,665.554,3925
2025-09-23 12:25:00-04:00,665.48,665.49,665.17,665.24,414258.0,665.342,2805
2025-09-23 12:30:00-04:00,665.24,665.46,665.07,665.41,325889.0,665.268,2184
2025-09-23 12:35:00-04:00,665.41,665.57,664.88,665.46,1087881.0,665.229,7363
2025-09-23 12:40:00-04:00,665.47,665.52,665.2,665.34,474335.0,665.357,3128
2025-09-23 12:45:00-04:00,665.33,665.83,665.31,665.75,554644.0,665.685,4028
2025-09-23 12:50:00-04:00,665.74,665.84,665.51,665.51,362481.0,665.696,2480
2025-09-23 12:55:00-04:00,665.51,665.51,665.01,665.16,426470.0,665.219,3053
2025-09-23 13:00:00-04:00,665.17,665.25,664.7,664.75,457712.0,664.943,2950
2025-09-23 13:05:00-04:00,664.74,665.13,664.74,665.1,396239.0,664.924,2729
2025-09-23 13:10:00-04:00,665.09,665.09,664.73,664.84,434684.0,664.909,2757
2025-09-23 13:15:00-04:00,664.84,664.85,664.61,664.63,439852.0,664.735,2659
2025-09-23 13:20:00-04:00,664.64,664.87,664.41,664.54,710606.0,664.6,4808
2025-09-23 13:25:00-04:00,664.52,664.59,663.69,663.71,1047244.0,664.029,7661
2025-09-23 13:30:00-04:00,663.7,663.85,663.42,663.49,877959.0,663.637,6804
2025-09-23 13:35:00-04:00,663.49,663.54,662.71,662.76,1499177.0,663.028,10315
2025-09-23 13:40:00-04:00,662.75,662.99,662.03,662.62,2096669.0,662.599,14629
2025-09-23 13:45:00-04:00,662.63,663.42,662.34,663.38,1231620.0,662.808,9309
2025-09-23 13:50:00-04:00,663.37,663.43,662.88,662.92,618135.0,663.147,4189
2025-09-23 13:55:00-04:00,662.92,663.37,662.83,663.23,552737.0,663.121,3719
2025-09-23 14:00:00-04:00,663.24,663.38,662.78,662.83,843517.0,663.007,5101
2025-09-23 14:05:00-04:00,662.84,663.07,662.67,662.86,580304.0,662.899,3939
2025-09-23 14:10:00-04:00,662.85,662.96,662.63,662.67,491165.0,662.759,3307
2025-09-23 14:15:00-04:00,662.66,662.75,662.3,662.37,577247.0,662.507,3628
2025-09-23 14:20:00-04:00,662.37,662.59,662.21,662.36,476989.0,662.385,3544
2025-09-23 14:25:00-04:00,662.36,662.93,662.36,662.68,595866.0,662.737,3440
2025-09-23 14:30:00-04:00,662.65,663.21,662.62,663.17,847142.0,663.013,4849
2025-09-23 14:35:00-04:00,663.17,663.32,662.61,662.65,535265.0,663.044,3140
2025-09-23 14:40:00-04:00,662.66,662.79,662.53,662.63,292149.0,662.673,1893
2025-09-23 14:45:00-04:00,662.63,662.88,662.52,662.55,423908.0,662.733,2757
2025-09-23 14:50:00-04:00,662.55,662.64,662.22,662.39,375886.0,662.442,2501
2025-09-23 14:55:00-04:00,662.39,662.51,661.98,662.11,876630.0,662.229,5526
2025-09-23 15:00:00-04:00,662.1,662.67,662.09,662.25,544585.0,662.452,3684
2025-09-23 15:05:00-04:00,662.24,662.42,662.12,662.23,429003.0,662.254,2851
2025-09-23 15:10:00-04:00,662.23,662.46,662.22,662.32,558818.0,662.347,3695
2025-09-23 15:15:00-04:00,662.33,662.81,662.28,662.77,644977.0,662.586,4266
2025-09-23 15:20:00-04:00,662.78,662.79,662.26,662.45,746596.0,662.448,4597
2025-09-23 15:25:00-04:00,662.46,662.49,662.18,662.37,542545.0,662.358,3597
2025-09-23 15:30:00-04:00,662.37,662.68,662.29,662.68,776348.0,662.479,4862
2025-09-23 15:35:00-04:00,662.68,662.77,662.52,662.74,802158.0,662.624,5113
2025-09-23 15:40:00-04:00,662.73,662.95,662.67,662.91,676574.0,662.821,4526
2025-09-23 15:45:00-04:00,662.91,663.17,662.68,662.93,1350356.0,662.951,8700
2025-09-23 15:50:00-04:00,662.93,663.54,662.83,663.39,2486302.0,663.23,14958
2025-09-23 15:55:00-04:00,663.4,663.42,662.86,663.25,3541867.0,663.132,19943
2025-09-24 09:30:00-04:00,664.5,664.61,663.81,664.13,1724721.0,664.188,11122
2025-09-24 09:35:00-04:00,664.13,664.18,663.54,663.61,1052908.0,663.831,8037
2025-09-24 09:40:00-04:00,663.62,663.88,663.4,663.57,988785.0,663.661,7295
2025-09-24 09:45:00-04:00,663.58,663.61,662.92,662.94,890413.0,663.393,6237
2025-09-24 09:50:00-04:00,662.95,663.12,662.42,662.71,962284.0,662.764,6059
2025-09-24 09:55:00-04:00,662.74,663.08,662.74,663.04,639865.0,662.877,4327
2025-09-24 10:00:00-04:00,663.05,663.45,662.65,663.38,934735.0,662.963,6638
2025-09-24 10:05:00-04:00,663.4,663.42,662.8,662.98,649881.0,663.044,4770
2025-09-24 10:10:00-04:00,662.96,663.3,662.84,663.26,506306.0,663.05,3469
2025-09-24 10:15:00-04:00,663.25,663.49,663.04,663.39,482922.0,663.304,3472
2025-09-24 10:20:00-04:00,663.38,663.43,663.0,663.1,571806.0,663.215,3580
2025-09-24 10:25:00-04:00,663.09,663.33,662.93,663.21,614459.0,663.149,4080
2025-09-24 10:30:00-04:00,663.19,663.43,662.81,662.92,508424.0,663.112,3674
2025-09-24 10:35:00-04:00,662.91,663.32,662.91,663.23,340446.0,663.189,2308
2025-09-24 10:40:00-04:00,663.23,663.28,662.98,663.26,393897.0,663.108,2354
2025-09-24 10:45:00-04:00,663.26,663.53,663.17,663.41,429710.0,663.354,3157
2025-09-24 10:50:00-04:00,663.43,663.66,663.07,663.12,599220.0,663.417,4103
2025-09-24 10:55:00-04:00,663.11,663.15,662.78,662.93,393323.0,662.99,2825
2025-09-24 11:00:00-04:00,662.92,663.13,662.74,662.82,330499.0,662.949,2424
2025-09-24 11:05:00-04:00,662.81,663.03,662.77,662.83,285816.0,662.906,2132
2025-09-24 11:10:00-04:00,662.82,662.84,662.4,662.43,437130.0,662.637,3115
2025-09-24 11:15:00-04:00,662.41,662.76,662.4,662.68,365218.0,662.573,2641
2025-09-24 11:20:00-04:00,662.67,662.98,662.64,662.89,325147.0,662.837,2304
2025-09-24 11:25:00-04:00,662.89,662.95,662.57,662.66,304678.0,662.715,2158
2025-09-24 11:30:00-04:00,662.65,662.69,662.12,662.17,398452.0,662.407,2892
2025-09-24 11:35:00-04:00,662.18,662.52,662.1,662.3,321913.0,662.288,2284
2025-09-24 11:40:00-04:00,662.29,662.35,662.06,662.14,301328.0,662.178,2199
2025-09-24 11:45:00-04:00,662.15,662.15,661.33,661.36,925474.0,661.688,5891
2025-09-24 11:50:00-04:00,661.36,661.51,660.94,661.22,1099101.0,661.231,6890
2025-09-24 11:55:00-04:00,661.24,661.27,660.26,660.39,1189518.0,660.663,7948
2025-09-24 12:00:00-04:00,660.39,660.68,660.11,660.49,1140642.0,660.397,7797
2025-09-24 12:05:00-04:00,660.48,660.62,659.96,660.05,938514.0,660.195,6214
2025-09-24 12:10:00-04:00,660.05,660.1,659.67,660.01,831174.0,659.918,5888
2025-09-24 12:15:00-04:00,660.0,660.33,659.68,660.27,780962.0,660.071,5394
2025-09-24 12:20:00-04:00,660.26,660.99,660.26,660.96,867618.0,660.661,6036
2025-09-24 12:25:00-04:00,660.95,661.12,660.51,660.91,664575.0,660.836,4580
2025-09-24 12:30:00-04:00,660.92,661.01,660.62,660.7,447496.0,660.823,3027
2025-09-24 12:35:00-04:00,660.69,660.94,660.67,660.92,246155.0,660.833,1776
2025-09-24 12:40:00-04:00,660.91,661.11,660.85,660.94,384671.0,660.981,2646
2025-09-24 12:45:00-04:00,660.97,660.97,660.61,660.74,329083.0,660.79,2303
2025-09-24 12:50:00-04:00,660.74,660.8,660.52,660.63,366251.0,660.631,2789
2025-09-24 12:55:00-04:00,660.62,660.71,660.4,660.52,275622.0,660.526,1835
2025-09-24 13:00:00-04:00,660.55,660.81,660.44,660.77,235805.0,660.657,1491
2025-09-24 13:05:00-04:00,660.75,661.18,660.61,661.17,317988.0,660.948,2244
2025-09-24 13:10:00-04:00,661.16,661.68,661.13,661.24,837375.0,661.435,5718
2025-09-24 13:15:00-04:00,661.23,661.33,661.11,661.12,314445.0,661.225,2072
2025-09-24 13:20:00-04:00,661.12,661.3,660.96,661.25,315716.0,661.074,2053
2025-09-24 13:25:00-04:00,661.25,661.42,661.04,661.37,350873.0,661.237,2144
2025-09-24 13:30:00-04:00,661.38,661.69,661.37,661.66,403386.0,661.542,2562
2025-09-24 13:35:00-04:00,661.65,661.8,661.08,661.11,523097.0,661.378,3532
2025-09-24 13:40:00-04:00,661.1,661.14,660.89,660.9,413218.0,661.029,2893
2025-09-24 13:45:00-04:00,660.89,660.95,660.39,660.53,744869.0,660.624,4760
2025-09-24 13:50:00-04:00,660.52,660.72,660.42,660.71,381815.0,660.549,2799
2025-09-24 13:55:00-04:00,660.71,660.83,660.5,660.57,341681.0,660.664,2208
2025-09-24 14:00:00-04:00,660.56,660.61,660.37,660.45,555962.0,660.477,3827
2025-09-24 14:05:00-04:00,660.45,660.59,660.28,660.35,721858.0,660.446,4391
2025-09-24 14:10:00-04:00,660.35,660.46,659.96,660.44,658809.0,660.19,4368
2025-09-24 14:15:00-04:00,660.44,660.68,660.4,660.67,327374.0,660.572,2168
2025-09-24 14:20:00-04:00,660.66,660.66,660.21,660.35,406087.0,660.4,2767
2025-09-24 14:25:00-04:00,660.36,660.45,660.18,660.38,311403.0,660.322,2383
2025-09-24 14:30:00-04:00,660.39,660.64,660.26,660.46,550061.0,660.46,3382
2025-09-24 14:35:00-04:00,660.45,660.89,660.43,660.76,462438.0,660.671,2898
2025-09-24 14:40:00-04:00,660.76,660.87,660.62,660.75,336282.0,660.738,2372
2025-09-24 14:45:00-04:00,660.75,660.92,660.46,660.61,412948.0,660.72,2734
2025-09-24 14:50:00-04:00,660.6,661.12,660.55,661.02,486727.0,660.882,3082
2025-09-24 14:55:00-04:00,661.02,661.15,660.94,661.11,435017.0,661.053,2704
2025-09-24 15:00:00-04:00,661.11,661.12,660.64,660.72,434637.0,660.834,2669
2025-09-24 15:05:00-04:00,660.72,660.86,660.61,660.66,288172.0,660.708,1875
2025-09-24 15:10:00-04:00,660.65,660.9,660.62,660.65,348557.0,660.771,2245
2025-09-24 15:15:00-04:00,660.65,660.9,660.57,660.83,426427.0,660.732,2748
2025-09-24 15:20:00-04:00,660.83,660.87,660.67,660.73,312855.0,660.75,2331
2025-09-24 15:25:00-04:00,660.73,660.8,660.62,660.8,442052.0,660.71,2785
2025-09-24 15:30:00-04:00,660.81,660.99,660.74,660.98,505299.0,660.863,3253
2025-09-24 15:35:00-04:00,660.98,660.99,660.59,660.8,688002.0,660.704,4389
2025-09-24 15:40:00-04:00,660.8,660.93,660.6,660.64,728411.0,660.752,4768
2025-09-24 15:45:00-04:00,660.65,661.02,660.48,660.95,953674.0,660.772,6163
2025-09-24 15:50:00-04:00,660.95,661.29,660.93,661.14,1524514.0,661.118,10107
2025-09-24 15:55:00-04:00,661.15,661.38,660.84,661.04,3088413.0,661.113,16410
2025-09-25 09:30:00-04:00,657.98,657.98,657.13,657.14,2417720.0,657.492,15594
2025-09-25 09:35:00-04:00,657.14,657.26,656.05,656.08,1698121.0,656.524,12216
2025-09-25 09:40:00-04:00,656.08,656.1,655.08,655.29,2030972.0,655.472,14778
2025-09-25 09:45:00-04:00,655.28,656.43,655.17,656.18,1971837.0,655.857,13339
2025-09-25 09:50:00-04:00,656.17,656.99,655.49,655.65,1740134.0,656.219,11228
2025-09-25 09:55:00-04:00,655.66,656.04,655.19,655.64,898370.0,655.643,5782
2025-09-25 10:00:00-04:00,655.64,657.07,655.55,657.0,1691486.0,656.383,10194
2025-09-25 10:05:00-04:00,656.99,657.93,656.93,657.87,1242581.0,657.427,7473
2025-09-25 10:10:00-04:00,657.87,658.27,657.61,657.99,1083186.0,657.97,6857
2025-09-25 10:15:00-04:00,658.01,658.63,658.0,658.43,1132370.0,658.365,7216
2025-09-25 10:20:00-04:00,658.42,659.15,658.28,659.03,851814.0,658.735,4950
2025-09-25 10:25:00-04:00,659.02,659.15,658.28,658.48,1134951.0,658.695,6878
2025-09-25 10:30:00-04:00,658.48,658.81,658.24,658.74,674349.0,658.548,3978
2025-09-25 10:35:00-04:00,658.73,658.93,658.36,658.88,541042.0,658.641,3437
